id,rated,created_at,last_move_at,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply,white_username,black_username,source
SwoxhnwP,True,1413282984453.0,1413283057727.0,20,resign,black,7+2,fsv,1723,anonyaus123456789,1706,e4 e6 d4 d5 e5 c5 c3 Nc6 Be3 Qb6 Qc2 cxd4 cxd4 Nxd4 Bxd4 Qxd4 Qc3 Bc5 Nf3 Qxf2+,C02,French Defense: Advance Variation,8,fsv,anonyaus123456789,lichess
01Y74mrM,True,1413282694503.0,1413282979879.0,57,resign,white,7+2,fsv,1710,anonyaus123456789,1777,e4 c5 c4 Nc6 Nc3 Nf6 d3 d6 f4 g6 Be2 Bg7 Nf3 Bg4 O-O O-O h3 Bxf3 Bxf3 Nd4 Be3 Nxf3+ Rxf3 Qb6 Qc2 Nd7 Rb1 e5 f5 Nb8 Nd5 Qd8 a4 Nc6 b3 Nd4 Bxd4 cxd4 f6 Bh8 g4 h6 h4 Re8 g5 hxg5 hxg5 Qd7 Qh2 Qg4+ Qg2 Qe6 Kf2 Rac8 Rh1 a6 Rfh3,B20,Sicilian Defense: Staunton-Cochrane Variation,3,fsv,anonyaus123456789,lichess
GDSh6975,True,1413108188593.0,1413108707931.0,54,resign,black,8+0,l0l00l,2022,kozlov,2226,e4 g6 d4 d6 f4 Bg7 Nf3 Bg4 c3 Nd7 Bd3 c5 d5 Nb6 c4 Bxf3 Qxf3 Na4 e5 dxe5 fxe5 Bxe5 O-O Nf6 Nc3 Nxc3 bxc3 Bxc3 Rb1 b6 Bh6 Qd6 Kh1 Be5 h3 O-O-O a4 Nh5 Rfd1 Bf4 Bf5+ gxf5 Qxh5 Qxh6 Qxf5+ Kb7 Qxf7 Qh4 Qe6 Bd6 Rd3 Qxc4 Rdb3 Rhf8,B06,Modern Defense,2,l0l00l,kozlov,lichess
kibSzs2X,True,1413107936329.0,1413108180954.0,32,resign,white,8+0,kozlov,2216,l0l00l,2029,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bc5 Be3 Qf6 c3 Nge7 g3 d5 Bg2 Nxd4 cxd4 Bb4+ Nc3 dxe4 Bxe4 Bxc3+ bxc3 O-O O-O c5 dxc5 Qxc3 Rb1 Nc6 Qa4 Qa5,C45,Scotch Game: Classical Variation,8,kozlov,l0l00l,lichess
uv4MQaA4,True,1413107503106.0,1413107780067.0,31,resign,white,8+0,kozlov,2210,arroccorocchetti,1912,e4 c5 Nf3 e6 Nc3 Nc6 Bb5 Nd4 O-O Nxb5 Nxb5 a6 Nc3 d6 d4 cxd4 Qxd4 Ne7 Rd1 Nc6 Qd3 Be7 Bf4 Nb4 Qd4 Nxc2 Qa4+ Qd7 Qxc2 O-O Bxd6,B40,Sicilian Defense: French Variation,4,kozlov,arroccorocchetti,lichess
iChz76Ua,True,1413107076145.0,1413107435286.0,47,resign,white,8+0,kozlov,2202,aferist,1965,e4 e6 d4 c6 Nf3 d5 e5 c5 Nc3 cxd4 Qxd4 Nc6 Qa4 Bd7 Bb5 a6 Bxc6 Bxc6 Qf4 h6 Be3 Ne7 Nd4 Ng6 Qg3 Qd7 h4 Be7 h5 Nf8 Qxg7 Rh7 Qg3 O-O-O a4 Qe8 O-O Nd7 Ncb5 Nb6 Nxc6 bxc6 Bxb6 cxb5 Qc3+ Kb7 Qc7+,C00,French Defense: Normal Variation,3,kozlov,aferist,lichess
wAC4TkSq,True,1502421401956.0,1502422283206.0,44,resign,black,15+0,costag,1892,burningspirit,2344,e4 e6 d4 d6 c4 Nf6 Nc3 Be7 Nf3 O-O Qc2 c5 d5 exd5 exd5 Re8 Be2 g6 O-O Bf5 Bd3 Bg4 Ng5 Nh5 Nge4 Na6 a3 Bd7 f4 Ng7 Rf3 Nc7 Ng3 f5 b4 b6 Bb2 Bf6 Qd2 Qe7 Nf1 Rab8 Re3 Bd4,C00,Rat Defense: Small Center Defense,4,costag,burningspirit,lichess
MUvjTUm1,True,1411928874311.0,1411929713620.0,53,outoftime,white,10+0,smchess999,2238,mix55,1742,Nf3 d5 c4 e6 g3 c5 cxd5 exd5 d4 c4 Nc3 Be6 e4 Nc6 Bg5 Be7 exd5 Bxd5 Be3 Nf6 Rg1 O-O a3 Re8 Ne5 Bd6 Nxc4 Bxc4 Bxc4 Ng4 Qxg4 Rc8 Rc1 Qf6 Ne4 Qe7 Ng5 Rf8 Qh3 h6 Nxf7 Rxf7 Qxc8+ Kh7 Bd3+ g6 Qh3 h5 Qxh5+ Kg8 Qxg6+ Rg7 Qh6,A13,English Opening: Agincourt Defense |  Catalan Defense,6,smchess999,mix55,lichess
37POQu66,True,1411926931780.0,1411927798610.0,63,resign,white,1+30,smchess999,2235,lenin_1917,1652,c4 a6 Nf3 c6 e3 b5 d4 Qa5+ Bd2 b4 Qb3 e6 c5 Bxc5 dxc5 Qxc5 Qxb4 Qa7 Qg4 g6 Qf4 c5 Bc3 f6 Bxf6 Nxf6 Qxf6 Rf8 Qh4 Qb7 Qxh7 Qxb2 Qxg6+ Kd8 Qg5+ Ke8 Qxc5 Qxa1 Qxc8+ Ke7 Qc2 Nc6 Nd2 Nb4 Qc5+ d6 Qxb4 Rab8 Qh4+ Kd7 Qh7+ Kd8 Bxa6 Qxa2 Bc4 Qa5 Bxe6 Rxb1+ Qxb1 Qc7 O-O Rh8 Rc1,A10,English Opening,1,smchess999,lenin_1917,lichess
tCsQ91fC,True,1411925451280.0,1411926579405.0,134,mate,black,7+2,smchess999,2263,benmakhlouf_yns,2136,e4 c5 Nc3 a6 Nf3 d6 g3 e5 Bc4 Be7 d3 Nf6 O-O O-O Re1 Nc6 a3 Bg4 h3 Bxh3 Ng5 Bg4 f3 Bc8 Kg2 Nd4 Rh1 h6 Nh3 Be6 Bxe6 fxe6 f4 Qe8 fxe5 dxe5 Nf2 Qg6 Be3 Nd7 Rh3 Bg5 Bxg5 Qxg5 Ng4 Rf7 Ra2 Raf8 Nh2 Rf2+ Kh1 Nf3 Ra1 Qxg3 Qg1 Qxg1+ Rxg1 Nxg1 Kxg1 Rxc2 Ng4 Rxb2 Nd1 Rb3 a4 c4 Kg2 Rxd3 Ngf2 Rxh3 Nxh3 b5 Ne3 Nc5 axb5 axb5 Nf2 c3 Nc2 Rf4 Kg1 Nxe4 Nd3 Rg4+ Kf1 Nd2+ Kf2 e4 Ndb4 h5 Ne3 Rf4+ Ke2 Rf3 Na2 Nc4 Nc2 h4 Nd4 Re3+ Kf2 Rd3 Nxc3 Rxc3 Nxb5 Rc2+ Kg1 e3 Nd4 Rd2 Nf3 Ra2 Ne1 Kf7 Nf3 h3 Ne1 Ra1 Kh2 Rxe1 Kxh3 Rf1 Kg2 Rf5 Kg1 e2 Kg2 e1=Q Kh2 Qe4 Kh3 Rg5 Kh2 Qh4#,B28,Sicilian Defense: O'Kelly Variation |  Yerevan System,5,smchess999,benmakhlouf_yns,lichess
tDLGnaqr,True,1411925017412.0,1411925318380.0,46,resign,black,7+2,samimi,1800,smchess999,2260,e4 Nf6 Nc3 e5 Nf3 Nc6 Bc4 Nxe4 Bxf7+ Kxf7 Nxe4 d5 Neg5+ Kg8 d4 h6 Nh3 Bg4 c3 e4 O-O exf3 Nf4 fxg2 Qxg4 gxf1=Q+ Kxf1 Qc8 Qg6 Qd7 Be3 Ne7 Qg3 Qb5+ Kg2 Qxb2 Re1 Qxc3 Qh3 Qxe1 Qe6+ Kh7 Nxd5 Nxd5 Qxd5 Qb1,C47,Four Knights Game: Italian Variation |  Noa Gambit,9,samimi,smchess999,lichess
YqOQUbRF,True,1411875119955.0,1411876006704.0,80,mate,black,7+2,coachlam,1737,smchess999,2257,e3 c5 Nf3 d5 d4 Nf6 b3 cxd4 exd4 Nc6 Bd3 Bg4 O-O Nxd4 Nbd2 Nc6 Bb2 e6 Qe1 Bh5 Bb5 Qb6 Bxc6+ bxc6 Ng5 Bc5 Nxe6 fxe6 Qxe6+ Kf8 Bxf6 gxf6 Qxf6+ Kg8 Nf3 Rf8 Qg5+ Bg6 Qg3 Qb7 Ne5 Qg7 Nf3 Bh5 Qxg7+ Kxg7 Ng5 Kf6 Nh3 Kg6 g3 Kf5 Nf4 Bf3 Rfe1 Re8 Nd3 Bd4 Rab1 a5 a3 Rhg8 b4 axb4 Nxb4 Rxe1+ Rxe1 c5 Nc6 Ra8 Ne7+ Kf6 Nc6 Bb2 Re7 Rxa3 h4 Ra1+ Kh2 Rh1#,A00,Van't Kruijs Opening,1,coachlam,smchess999,lichess
egV9bwRL,True,1411873980140.0,1411874426966.0,72,mate,black,8+0,osorio13,2069,smchess999,2244,d4 Nf6 c4 g6 Nc3 d5 Nf3 Bg7 b3 c5 e3 cxd4 exd4 Nc6 Be2 dxc4 bxc4 Ng4 Be3 Qa5 Qd2 O-O O-O Nxe3 fxe3 b6 Rad1 Bb7 Qb2 Rac8 Nd5 e6 Nf4 Rfd8 Nd3 Bh6 Kf2 Qf5 a4 Na5 Ne5 f6 g4 Qe4 g5 Bxg5 Nxg5 Qh4+ Kg1 Qxg5+ Ng4 f5 d5 fxg4 Rf4 exd5 cxd5 Bxd5 Rxd5 Rxd5 Qa2 Rc3 Kf2 Nb3 Bc4 Qh4+ Ke2 Qxh2+ Rf2 Rxe3+ Kxe3 Qe5#,D90,Gruenfeld Defense: Three Knights Variation,8,osorio13,smchess999,lichess
o8K4d3Y5,True,1411873603461.0,1411873978197.0,65,resign,white,8+0,smchess999,2229,osorio13,2077,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 d6 Nc3 e6 Be2 Nf6 O-O Be7 Be3 O-O f4 a6 a4 Qc7 Kh1 b6 Nxc6 Qxc6 Bf3 Nd7 e5 d5 Nxd5 exd5 Bxd5 Qc7 Bxa8 Bb7 Bxb7 Qxb7 Qg4 Bc5 Qf3 Qc7 Rfd1 Bxe3 Qxe3 Nc5 a5 b5 Rd6 Rc8 b4 Ne6 f5 Nf8 Rxa6 Qxc2 e6 fxe6 fxe6 Ng6 e7 Nxe7 Qe6+ Kh8 Qxe7 Qc1+ Qe1,B83,Sicilian Defense: Scheveningen Variation |  Modern Variation,17,smchess999,osorio13,lichess
3ydPI85n,True,1478885230719.0,1478887368096.0,69,mate,white,30+0,fouadandkemo12,1695,hamed5058,1702,e3 e5 b3 d5 Nc3 d4 Na4 b5 Bxb5+ Bd7 Qe2 dxe3 fxe3 a6 Bc4 Qc8 Qf3 Nh6 Qxa8 Bc6 Bxa6 Bxa8 Bxc8 Bxg2 Nf3 Bxh1 Nxe5 Bd6 Bb2 O-O O-O-O Bc6 Nxc6 Nxc6 Bd7 Nb8 Bb5 Bxh2 Rh1 Bd6 Rg1 Nf5 Bd3 Ng3 Nc3 g6 Nb5 Nh5 Be2 Ng3 Bf3 Nf5 e4 Bc5 d4 Nh4 Be2 Bb6 c4 c5 d5 Na6 a3 Nc7 Nd6 Ne8 Nc8 Bc7 Ne7#,A00,Van't Kruijs Opening,1,fouadandkemo12,hamed5058,lichess
nRQ3iFoK,True,1478191051583.0,1478191716454.0,31,resign,white,30+0,ikar25,1675,hamed5058,1722,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nxd4 Qxd4 f6 Bc4 c5 Qd5 Qe7 Qh5+ g6 Qe2 Qe5 Nc3 Nh6 f3 Nf7 Nd5 b6 c3 Bb7 Bf4 Qh5 Nxf6+ Kd8 Nxh5,C45,Scotch Game,7,ikar25,hamed5058,lichess
Ltkb6yOE,True,1477974730445.0,1477976066691.0,53,resign,black,30+0,vladimir15,1696,hamed5058,1711,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nxd4 Qxd4 d6 Bc4 Qf6 c3 Qxd4 cxd4 h6 O-O Be6 d5 Bd7 Re1 O-O-O b4 Re8 Bb2 f5 Nd2 Nf6 exf5 Rxe1+ Rxe1 Bxf5 Bxf6 gxf6 Bb5 Bg7 Re7 Rg8 Nf3 a6 Ba4 b5 Bb3 Kd8 Re3 Bh8 Nd4 Bd7 Nc6+ Bxc6 dxc6 Rg5 Re8+,C45,Scotch Game,7,vladimir15,hamed5058,lichess
Wutupk7w,True,1477904506759.0,1477907786531.0,71,outoftime,white,30+0,hamed5058,1697,gjgg,1660,e4 e5 Bc4 Nc6 d3 Nf6 Nf3 Bc5 Ng5 O-O h3 a6 Nc3 b5 Bb3 Nd4 Nd5 Nxb3 axb3 Nxd5 exd5 Qf6 Ne4 Qb6 Nxc5 Qxc5 Be3 Qxd5 O-O d6 c4 Qc6 Ra5 Be6 Qd2 f5 f4 Rf6 cxb5 axb5 Rfa1 Rxa5 Qxa5 Rg6 Qa8+ Qxa8 Rxa8+ Kf7 Ra7 Bxb3 Rxc7+ Ke6 fxe5 dxe5 Rc6+ Kd7 Rc5 f4 Bf2 f3 g4 Rd6 Rxb5 Rxd3 Rxe5 Rd1+ Kh2 Rd2 Kg3 Kd6 Rf5,C50,Italian Game: Giuoco Pianissimo |  Normal,8,hamed5058,gjgg,lichess
SbwmEjHF,True,1477824477111.0,1477825069233.0,29,mate,white,30+0,hamed5058,1703,fulesp,1679,e4 c5 Bc4 a6 Nf3 e6 a3 b5 Ba2 Nc6 d3 e5 Ng5 Nh6 Qf3 Nd4 Bxf7+ Ke7 Qd1 Nxf7 Nxf7 Kxf7 Qh5+ Kg8 Qxe5 Nxc2+ Kd1 Nxa1 Qd5#,B20,Sicilian Defense: Bowdler Attack,3,hamed5058,fulesp,lichess
jTchylKo,True,1477771768005.0,1477772584710.0,26,mate,black,30+0,serhio55,1657,hamed5058,1693,e4 e5 d4 exd4 Qxd4 Nc6 Qd1 a6 Nc3 Bc5 Bd3 Nf6 Bg5 h6 Bh4 d6 Qd2 Bg4 f3 Be6 O-O-O Bb4 Nge2 Bxa2 b3 Ba3#,C22,Center Game: Normal Variation,6,serhio55,hamed5058,lichess
mSOR722e,True,1477753787430.0,1477754338692.0,26,resign,black,30+0,hamed5058,1695,exta,1716,e4 e5 Bc4 Nf6 d3 Bc5 h3 d6 Nf3 h6 Be3 Bxe3 fxe3 c5 Nc3 Nc6 a3 a5 Nb5 O-O Nh4 d5 Bb3 dxe4 Nf5 Bxf5,C24,Bishop's Opening: Berlin Defense,4,hamed5058,exta,lichess
Qq8xORzc,True,1477513328191.0,1477516234870.0,101,draw,draw,30+0,hamed5058,1665,markcook,1684,e4 c5 Bc4 Nc6 Nf3 Na5 Na3 Nxc4 Nxc4 d5 exd5 Qxd5 d3 Nf6 h3 e6 b3 Be7 d4 b5 Ne3 Qb7 Bb2 O-O Qd3 c4 bxc4 bxc4 Nxc4 Qd5 Ne3 Qc6 d5 exd5 Bxf6 Bxf6 Nxd5 Re8+ Kd2 Bxa1 Re1 Rxe1 Nxe1 Ba6 Ne7+ Kh8 Nxc6 Bxd3 cxd3 Rc8 Nxa7 Rc5 Nc2 Bf6 a4 Ra5 Nb5 Rxa4 Nd6 Kg8 Ne4 Be7 f3 f5 Nc3 Ra5 d4 Ra8 Kd3 Bg5 d5 Kf7 d6 Ke6 Nb5 Ra4 Ncd4+ Ke5 d7 Ra8 Kc4 Kf4 Ne6+ Ke3 Nxg5 Rd8 Nxh7 Rxd7 g4 Kxf3 Nd4+ Kg3 Nxf5+ Kxh3 Nf8 Rf7 Ne6 Kxg4 Nexg7 Rxf5 Nxf5,B20,Sicilian Defense: Bowdler Attack,3,hamed5058,markcook,lichess
Xk7ZZSoU,True,1477428093675.0,1477430443150.0,56,resign,white,30+0,denseman,1666,hamed5058,1661,e4 e5 Nf3 Nc6 Bb5 Bc5 c3 Nf6 d3 h6 Nbd2 Ng4 O-O a6 Ba4 Qf6 b4 Bxf2+ Rxf2 Nxf2 Kxf2 b5 Bb3 Qd6 Nf1 Qf6 Bd5 Bb7 Ng3 g6 Bb2 d6 Qb3 O-O c4 Rab8 Rf1 Ne7 Bxb7 Rxb7 a4 Rfb8 cxb5 axb5 a5 g5 Nh5 Qe6 Qc3 g4 Nh4 Ng6 Nf5 Nf4 Nxf4 Kh7,C64,Ruy Lopez: Classical Variation |  Central Variation,7,denseman,hamed5058,lichess
ShyiQBeO,True,1477427006306.0,1477427975732.0,31,mate,white,30+0,mbetel,1773,hamed5058,1670,d4 d5 c4 Be6 cxd5 Bxd5 Nc3 Nf6 Qc2 c6 e4 Be6 Nf3 h6 Be2 Bg4 O-O Bxf3 Bxf3 Qxd4 Rd1 Qe5 Qd3 Na6 Be3 e6 Bd4 Qg5 Bxf6 Qxf6 Qd7#,D06,Queen's Gambit,3,mbetel,hamed5058,lichess
cYEnV0aS,True,1477419430377.0,1477419936355.0,34,resign,black,30+0,peoncete,1687,hamed5058,1657,e4 e5 Nf3 Nc6 Bc4 h6 O-O Bc5 Kh1 d6 h3 a6 a4 Nf6 d3 Be6 Bxe6 fxe6 Nh4 Nxe4 dxe4 Qxh4 Nd2 O-O-O Qf3 Rdf8 Qb3 Rf6 f3 Rg6 Rg1 Bxg1 Kxg1 Qxh3,C55,Italian Game: Anti-Fried Liver Defense,6,peoncete,hamed5058,lichess
MP0qT1wH,True,1486181233124.0,1486181613701.0,31,resign,white,20+0,darkophis,1992,shoshonte,1816,d4 d5 c4 e6 Nf3 Nf6 e3 dxc4 Bxc4 c5 O-O cxd4 Nxd4 Bc5 Nb5 Bd7 N1c3 O-O a3 Nc6 b4 Bb6 Nd6 Qc7 Ncb5 Qd8 Nxb7 Qe7 Bb2 Bc7 Nxc7,D26,Queen's Gambit Accepted: Classical Defense |  Steinitz Variation |  Exchange Variation,12,darkophis,shoshonte,lichess
v23uKStr,False,1484323036260.0,1484323926827.0,89,resign,white,4+6,lebeast101,2102,shoshonte,1810,e4 e6 d4 d5 Nd2 c5 exd5 exd5 Ngf3 Nc6 Be2 cxd4 Nb3 Nf6 O-O Be7 Nbxd4 O-O h3 Bc5 c3 Nxd4 Nxd4 Qb6 Nb3 Bxf2+ Rxf2 Ne4 Qd4 Qxd4 Nxd4 Nxf2 Kxf2 Bd7 Bb5 Bxb5 Nxb5 a6 Nd4 b5 Bf4 Rfe8 Re1 Rxe1 Kxe1 Re8+ Kf2 Re4 Be3 h6 Nb3 h5 Nc5 Rc4 Nxa6 g6 Nb4 f5 Nxd5 Kf7 b3 Rc8 h4 Rb8 Ke2 Rd8 Nf4 Ra8 Kd3 Rxa2 c4 bxc4+ Kxc4 Ra8 b4 Ra4 Kb5 Ra8 Kc6 Rc8+ Kd5 Rb8 Bc5 Rd8+ Bd6 Ra8 b5 Ra5 Kc6,C09,French Defense: Tarrasch Variation |  Open System |  Main Line,10,lebeast101,shoshonte,lichess
6kTvmOgZ,False,1484322270290.0,1484323034965.0,66,resign,black,4+6,shoshonte,1810,lebeast101,2102,d4 d5 Nf3 Nf6 Bg5 e6 Nbd2 h6 Bh4 c5 c3 Nc6 e3 Be7 dxc5 Bxc5 b4 Be7 a4 O-O Qb3 e5 Be2 Bf5 O-O Rc8 Bg3 Bd6 Rfd1 Qe7 b5 Na5 Qb2 b6 Nb3 Nc4 Bxc4 Rxc4 a5 Rfc8 axb6 axb6 Ra6 Rxc3 Rd2 Qc7 h3 Ne4 Re2 Nxg3 fxg3 Bd3 Rd2 Bxb5 Ra1 Rxe3 Rxd5 Bc4 Rc1 Rxb3 Qxb3 Bc5+ Rxc5 Qxc5+ Kh2 Bxb3,D03,Queen's Pawn Game: Torre Attack,5,shoshonte,lebeast101,lichess
zZSi9smc,False,1484012859889.0,1484013815122.0,77,resign,white,5+5,lebeast101,2101,shoshonte,1805,e4 e6 d4 d5 Nd2 dxe4 Nxe4 Nd7 Nf3 Ngf6 Nxf6+ Nxf6 c3 c5 Ne5 a6 Qa4+ Nd7 Bb5 cxd4 Bxd7+ Bxd7 Qxd4 Be7 Be3 Bb5 a4 Qxd4 Bxd4 Bc6 Nxc6 bxc6 Bb6 a5 Be3 c5 c4 Rb8 Rb1 Kd7 Ke2 Rb3 Rhd1+ Kc6 Rd3 Rhb8 Rxb3 Rxb3 Kd1 Rb4 b3 g6 Bd2 Rb8 Bxa5 Rb7 Kc2 Rb8 Rd1 Bf6 Bd2 Bd4 Bf4 Rb7 f3 f5 Re1 Kd7 Be5 Bf2 Re2 Bg1 Rd2+ Ke8 Rd6 Kf7 Rc6,C10,French Defense: Rubinstein Variation |  Kasparov Attack,13,lebeast101,shoshonte,lichess
CulaPdeY,False,1484009532137.0,1484010202509.0,49,resign,white,5+5,lebeast101,2101,shoshonte,1805,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 f3 e5 Nb3 Be6 Be3 Be7 Qd2 O-O O-O-O Nbd7 g4 b5 g5 b4 Nd5 Nxd5 exd5 Bf5 h4 Rc8 Bd3 Bg6 Bxg6 fxg6 Qg2 Rf5 Kb1 Qf8 Nd2 a5 h5 gxh5 Rxh5 a4 Rdh1 Qf7 Rxh7 Qxd5 g6,B90,Sicilian Defense: Najdorf Variation,10,lebeast101,shoshonte,lichess
C3NRXx27,False,1484007568133.0,1484008399339.0,71,resign,white,5+5,lebeast101,2101,shoshonte,1805,e4 e6 d4 d5 Nd2 c5 exd5 exd5 dxc5 Nc6 Nb3 Nf6 Bg5 Be7 Nf3 Ne4 Bxe7 Qxe7 Be2 Be6 O-O O-O c3 a6 Re1 Nxc5 Nxc5 Qxc5 Bd3 g6 Ng5 Rad8 Re3 d4 Nxe6 fxe6 Rf3 dxc3 Rxf8+ Rxf8 Qe2 Kg7 bxc3 Qxc3 Rb1 Nd4 Qe5+ Kg8 Qe3 Nf5 Qxe6+ Kg7 Rxb7+ Kh8 Qd7 Qc1+ Bf1 Qh6 Bxa6 Qc1+ Bf1 Qh6 a4 Ra8 a5 Qg7 a6 Qxd7 Rxd7 Rxa6 Bxa6,C08,French Defense: Tarrasch |  Open |  4.exd5 exd5,8,lebeast101,shoshonte,lichess
I47e3ujl,True,1484002277173.0,1484003267011.0,49,resign,white,8+2,shoshonte,1784,lebeast101,2121,d4 d5 Nf3 Nf6 e3 e6 Bd3 c5 c3 Nc6 O-O Qc7 Nbd2 Bd6 e4 dxe4 Nxe4 Nxe4 Bxe4 cxd4 Bxc6+ bxc6 Qxd4 O-O Rd1 Be7 Bf4 Qa5 Bd6 Bf6 Be5 Bxe5 Nxe5 c5 Qh4 Ba6 Rd7 Bb5 Rb7 Rab8 Qe7 Rxb7 Qxb7 Qb6 Qe7 Ba6 Qxf8+ Kxf8 Nd7+,D05,Colle System: Traditional Colle,9,shoshonte,lebeast101,lichess
9X9bXPfN,True,1484000687873.0,1484002248499.0,78,mate,black,10+15,throwaway1234567,1799,shoshonte,1771,e4 c5 c3 e6 d4 cxd4 cxd4 d5 exd5 exd5 a3 Nf6 h3 Bf5 Nc3 h6 Qb3 Bc8 Bb5+ Nc6 Be3 Bd7 Nxd5 Be7 Nxe7 Qxe7 Ke2 Nxd4+ Kf1 Nxb3 Bxd7+ Nxd7 Re1 O-O Nf3 Ne5 Bf4 Qc5 Nxe5 Rad8 Nf3 Rfe8 Be3 Qc2 Kg1 Rd1 Rxd1 Qxd1+ Kh2 Qd6+ g3 Qf6 Kg2 Qxb2 Bxa7 Qxa3 Be3 Qb2 Rd1 Rxe3 Rd8+ Kh7 g4 Re2 Kg3 Qf6 Rd3 Qb6 g5 Qxf2+ Kf4 hxg5+ Kxg5 Qg3+ Kf5 Qg6+ Kf4 Re4#,B22,Sicilian Defense: Alapin Variation,3,throwaway1234567,shoshonte,lichess
Cse952xD,True,1483999343500.0,1483999765410.0,35,resign,white,5+5,lola_46,1845,shoshonte,1781,d4 e6 e4 d5 e5 c5 c3 Nc6 Nf3 Qb6 a3 Nge7 Be2 cxd4 cxd4 Nf5 Be3 Qxb2 Nbd2 Nxe3 fxe3 Be7 O-O Qc3 Kf2 O-O h3 f6 Nb3 fxe5 Rc1 Qb2 Kg1 Qc3 Rxc3,C02,French Defense: Advance Variation |  Main Line,11,lola_46,shoshonte,lichess
kDZIrl7f,False,1476239023661.0,1476239802419.0,122,resign,black,8+0,azuaga,2005,tisnjh,1900,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 d6 Nxc6 bxc6 Bd3 g6 O-O Bg7 Rb1 O-O Bd2 d5 exd5 cxd5 Ne2 e6 Bg5 h6 Bh4 Rb8 b3 a5 f4 Qb6+ Kh1 Bd7 Bf2 Qc7 Bd4 a4 Be5 Qa7 h3 Rb7 Qd2 Nh5 Bxg7 Nxg7 Ng3 axb3 axb3 h5 Ra1 Qb6 Qc3 Rc8 Qf6 Qd8 Qxd8+ Rxd8 Ra5 Rbb8 Rfa1 Bc6 Ne2 Ra8 Rxa8 Rxa8 Rxa8+ Bxa8 Kh2 Kf8 Kg3 Ke7 Kf2 Ne8 Ke3 Kd6 Kd4 Nc7 Nc3 Bc6 g3 Be8 Be2 f6 Bf1 e5+ fxe5+ fxe5+ Kd3 Nb5 Kd2 Nd4 Bg2 Bf7 g4 hxg4 hxg4 g5 Ne2 Nxe2 Kxe2 Be6 Bh3 e4 Ke3 Ke5 c3 Bd7 b4 Bb5 Bg2 Bc4 Bh3 Bd3 Bg2 Kd6 Bh3 Kc6 Kd4 Kb5 Kxd5 e3,B56,Sicilian Defense: Classical Variation,10,azuaga,tisnjh,lichess
DkVmjOH1,True,1409266362160.0,1409266863625.0,37,resign,black,11+0,shash19,1954,thecastle,1787,e4 c5 b4 cxb4 a3 d5 e5 Qa5 f4 g6 Nf3 Nc6 Bb2 bxa3 Bxa3 Qa4 Nc3 Qxf4 d4 Qe3+ Be2 Qxc3+ Kf2 Bf5 Ra2 Nh6 Bb2 Ng4+ Kg3 Qe3 Rf1 h5 h4 Bh6 Bc1 Bf4+ Kh3,B20,Sicilian Defense: Wing Gambit |  Marshall Variation,5,shash19,thecastle,lichess
ghFqNOef,True,1408591200547.0,1408591919662.0,55,resign,white,11+0,thecastle,1796,anatoliy287,1669,d4 Nf6 c4 d5 cxd5 Nxd5 e4 Nf6 Nc3 c6 Nf3 Bg4 Be2 e6 O-O Be7 Bg5 O-O a3 Nbd7 Qc2 h6 Be3 Rc8 Rab1 b6 Bf4 c5 Rbd1 Qe8 d5 exd5 exd5 Nh5 Be3 Bd6 Nb5 Bb8 d6 a6 Nc3 b5 h3 Be6 a4 b4 Bxa6 bxc3 Qxc3 Rc6 Bb5 Rxd6 Bxc5 Nxc5 Bxe8,D06,Queen's Gambit Refused: Marshall Defense,4,thecastle,anatoliy287,lichess
nkXIMkNq,True,1408590446360.0,1408591144265.0,53,mate,white,11+0,thecastle,1774,crons,1690,d4 e6 c4 c5 d5 Qb6 e4 Nf6 e5 Ng8 Nc3 Ne7 Nf3 exd5 cxd5 d6 exd6 Qxd6 Nb5 Qb6 d6 Ng6 Nc7+ Kd7 Qa4+ Nc6 Nxa8 Qb4+ Qxb4 Nxb4 Bb5+ Kxd6 O-O Bg4 Ng5 Be6 Be8 Be7 Rd1+ Nd5 Nxf7+ Bxf7 Bxf7 Nf4 Bxf4+ Kc6 Bxd5+ Kb5 a4+ Ka6 Bc4+ Ka5 Bd2#,A40,Horwitz Defense,2,thecastle,crons,lichess
